game_time,game_mode,lobby_type,game_phase
1079,All Draft,Ranked,mid_game
1102,All Draft,Ranked,mid_game
2110,All Draft,Ranked,late_game
2754,All Draft,Public matchmaking,late_game
2006,All Draft,Public matchmaking,late_game
843,All Draft,Ranked,mid_game
163,All Draft,Ranked,early_game
1415,Turbo Mode,Public matchmaking,mid_game
1079,Single Draft,Public matchmaking,mid_game
861,All Draft,Ranked,mid_game
283,All Draft,Public matchmaking,early_game
773,Turbo Mode,Public matchmaking,early_game
699,All Draft,Ranked,early_game
1430,Single Draft,Public matchmaking,mid_game
583,All Draft,Ranked,early_game
1705,All Draft,Ranked,late_game
1623,All Draft,Ranked,late_game
1204,All Draft,Ranked,mid_game
961,All Draft,Ranked,mid_game
1466,All Draft,Ranked,mid_game
2378,All Draft,Ranked,late_game
123,All Draft,Ranked,early_game
1901,All Draft,Ranked,late_game
3108,All Draft,Public matchmaking,late_game
1522,All Draft,Ranked,mid_game
253,Random Draft,Public matchmaking,early_game
22,All Draft,Ranked,early_game
205,All Draft,Ranked,early_game
2185,All Draft,Ranked,late_game
1018,Turbo Mode,Public matchmaking,mid_game
1353,All Draft,Ranked,mid_game
200,All Draft,Ranked,early_game
1772,All Draft,Ranked,late_game
1537,All Draft,Ranked,mid_game
1952,All Draft,Public matchmaking,late_game
1030,All Draft,Ranked,mid_game
1388,Single Draft,Public matchmaking,mid_game
1802,All Draft,Ranked,late_game
2815,All Draft,Ranked,late_game
849,All Draft,Ranked,mid_game
2963,All Draft,Public matchmaking,late_game
1364,All Draft,Ranked,mid_game
1494,All Draft,Ranked,mid_game
2957,All Draft,Ranked,late_game
13,All Draft,Ranked,early_game
1340,All Draft,Ranked,mid_game
259,All Draft,Ranked,early_game
489,All Draft,Public matchmaking,early_game
778,All Draft,Ranked,early_game
480,Turbo Mode,Public matchmaking,early_game
1742,All Draft,Ranked,late_game
2297,All Draft,Ranked,late_game
1249,All Draft,Public matchmaking,mid_game
1808,All Draft,Ranked,late_game
3301,All Draft,Ranked,late_game
2641,All Draft,Public matchmaking,late_game
1899,All Draft,Ranked,late_game
2051,All Draft,Ranked,late_game
2935,All Draft,Ranked,late_game
93,All Draft,Ranked,early_game
2094,All Draft,Ranked,late_game
1794,All Draft,Ranked,late_game
577,All Draft,Ranked,early_game
615,All Draft,Ranked,early_game
96,All Draft,Ranked,early_game
715,All Draft,Ranked,early_game
2483,All Draft,Ranked,late_game
310,All Draft,Ranked,early_game
1888,Single Draft,Public matchmaking,late_game
1416,All Draft,Ranked,mid_game
407,All Draft,Ranked,early_game
623,All Draft,Ranked,early_game
495,Turbo Mode,Public matchmaking,early_game
352,Single Draft,Public matchmaking,early_game
2051,All Draft,Public matchmaking,late_game
1166,All Draft,Ranked,mid_game
1371,All Draft,Ranked,mid_game
876,All Draft,Ranked,mid_game
663,All Draft,Ranked,early_game
2267,All Draft,Ranked,late_game
2132,All Draft,Ranked,late_game
2049,Single Draft,Public matchmaking,late_game
255,All Draft,Ranked,early_game
520,All Draft,Ranked,early_game
432,All Draft,Ranked,early_game
1318,All Draft,Ranked,mid_game
1846,All Draft,Public matchmaking,late_game
830,All Draft,Ranked,mid_game
970,All Draft,Ranked,mid_game
680,Turbo Mode,Public matchmaking,early_game
1031,All Draft,Ranked,mid_game
397,All Draft,Public matchmaking,early_game
1304,All Draft,Ranked,mid_game
370,All Draft,Ranked,early_game
908,All Draft,Ranked,mid_game
698,All Draft,Ranked,early_game
1526,Turbo Mode,Public matchmaking,mid_game
780,All Draft,Ranked,mid_game
1006,All Draft,Ranked,mid_game
889,All Draft,Ranked,mid_game
1846,All Draft,Ranked,late_game
315,Turbo Mode,Public matchmaking,early_game
1685,All Draft,Ranked,late_game
1287,All Draft,Ranked,mid_game
1360,All Draft,Public matchmaking,mid_game
475,All Draft,Ranked,early_game
328,All Draft,Public matchmaking,early_game
620,Single Draft,Public matchmaking,early_game
615,All Draft,Ranked,early_game
337,Single Draft,Public matchmaking,early_game
730,Turbo Mode,Public matchmaking,early_game
19,All Draft,Ranked,early_game
192,All Draft,Public matchmaking,early_game
2556,All Draft,Public matchmaking,late_game
528,All Draft,Public matchmaking,early_game
2223,Single Draft,Public matchmaking,late_game
448,All Draft,Ranked,early_game
1336,All Draft,Public matchmaking,mid_game
523,All Draft,Ranked,early_game
2643,All Draft,Public matchmaking,late_game
1351,Turbo Mode,Public matchmaking,mid_game
1036,All Draft,Ranked,mid_game
2684,All Draft,Ranked,late_game
892,All Draft,Ranked,mid_game
975,All Draft,Ranked,mid_game
905,Turbo Mode,Public matchmaking,mid_game
1120,Single Draft,Public matchmaking,mid_game
67,All Draft,Public matchmaking,early_game
2289,All Draft,Ranked,late_game
150,All Draft,Ranked,early_game
453,All Draft,Ranked,early_game
2024,All Draft,Ranked,late_game
1494,All Draft,Ranked,mid_game
1047,All Draft,Public matchmaking,mid_game
1105,All Draft,Ranked,mid_game
670,Turbo Mode,Public matchmaking,early_game
752,Turbo Mode,Public matchmaking,early_game
1082,All Draft,Ranked,mid_game
1019,All Draft,Ranked,mid_game
2010,All Draft,Ranked,late_game
1320,All Draft,Ranked,mid_game
2354,All Draft,Ranked,late_game
2458,All Draft,Ranked,late_game
1312,All Draft,Ranked,mid_game
999,Random Draft,Ranked,mid_game
1124,Turbo Mode,Public matchmaking,mid_game
4538,All Draft,Ranked,late_game
336,All Draft,Ranked,early_game
228,All Draft,Public matchmaking,early_game
404,Single Draft,Public matchmaking,early_game
1117,Single Draft,Public matchmaking,mid_game
263,All Draft,Ranked,early_game
1587,All Draft,Ranked,late_game
1092,All Draft,Ranked,mid_game
1072,All Draft,Ranked,mid_game
128,All Draft,Public matchmaking,early_game
1231,All Draft,Ranked,mid_game
1338,Random Draft,Ranked,mid_game
1603,All Draft,Ranked,late_game
1714,All Draft,Ranked,late_game
955,All Draft,Ranked,mid_game
1863,All Draft,Ranked,late_game
1724,All Draft,Public matchmaking,late_game
1450,All Draft,Ranked,mid_game
1423,All Draft,Ranked,mid_game
661,All Draft,Ranked,early_game
669,Random Draft,Ranked,early_game
76,All Draft,Ranked,early_game
347,All Draft,Ranked,early_game
1346,All Draft,Ranked,mid_game
1528,All Draft,Ranked,mid_game
866,Single Draft,Public matchmaking,mid_game
2487,All Draft,Ranked,late_game
40,All Draft,Ranked,early_game
339,Turbo Mode,Public matchmaking,early_game
193,All Draft,Public matchmaking,early_game
831,All Draft,Ranked,mid_game
2875,Captains Mode,Ranked,late_game
880,All Draft,Public matchmaking,mid_game
2012,All Draft,Ranked,late_game
988,Turbo Mode,Public matchmaking,mid_game
1818,All Draft,Ranked,late_game
115,Single Draft,Public matchmaking,early_game
1488,All Draft,Public matchmaking,mid_game
331,All Draft,Ranked,early_game
1826,All Draft,Public matchmaking,late_game
2529,All Draft,Ranked,late_game
325,Single Draft,Public matchmaking,early_game
70,All Draft,Ranked,early_game
1456,All Draft,Ranked,mid_game
833,All Draft,Ranked,mid_game
1295,Single Draft,Public matchmaking,mid_game
2735,All Draft,Public matchmaking,late_game
38,All Draft,Public matchmaking,early_game
872,All Draft,Ranked,mid_game
2490,All Draft,Ranked,late_game
511,All Draft,Public matchmaking,early_game
686,All Draft,Public matchmaking,early_game
1523,All Draft,Public matchmaking,mid_game
524,Turbo Mode,Public matchmaking,early_game
523,All Draft,Public matchmaking,early_game
250,All Draft,Ranked,early_game
488,All Draft,Public matchmaking,early_game
1512,Turbo Mode,Public matchmaking,mid_game
2076,All Draft,Public matchmaking,late_game
264,All Draft,Public matchmaking,early_game
1258,All Draft,Ranked,mid_game
860,All Draft,Ranked,mid_game
1598,All Draft,Public matchmaking,late_game
747,Single Draft,Public matchmaking,early_game
413,All Draft,Ranked,early_game
314,All Draft,Public matchmaking,early_game
1504,All Draft,Ranked,mid_game
116,All Draft,Ranked,early_game
2932,All Draft,Ranked,late_game
482,Turbo Mode,Public matchmaking,early_game
1609,All Draft,Ranked,late_game
1734,All Draft,Ranked,late_game
1666,All Draft,Ranked,late_game
1912,All Draft,Ranked,late_game
1529,All Draft,Ranked,mid_game
1130,All Draft,Public matchmaking,mid_game
1735,All Draft,Public matchmaking,late_game
90,All Draft,Ranked,early_game
1349,All Draft,Ranked,mid_game
1543,All Draft,Ranked,mid_game
2809,All Draft,Ranked,late_game
1170,All Draft,Ranked,mid_game
855,All Draft,Public matchmaking,mid_game
1162,Single Draft,Public matchmaking,mid_game
3071,All Draft,Ranked,late_game
2505,All Draft,Ranked,late_game
341,All Draft,Public matchmaking,early_game
1834,All Draft,Ranked,late_game
1767,All Draft,Ranked,late_game
1028,All Draft,Public matchmaking,mid_game
399,All Draft,Ranked,early_game
1205,Single Draft,Public matchmaking,mid_game
2855,All Draft,Ranked,late_game
535,All Draft,Ranked,early_game
1243,All Draft,Ranked,mid_game
1487,Random Draft,Ranked,mid_game
175,All Draft,Public matchmaking,early_game
3387,All Draft,Ranked,late_game
696,All Draft,Ranked,early_game
180,All Draft,Public matchmaking,early_game
2574,All Draft,Public matchmaking,late_game
1697,All Draft,Public matchmaking,late_game
273,All Draft,Ranked,early_game
742,All Draft,Ranked,early_game
293,All Draft,Public matchmaking,early_game
1367,All Draft,Ranked,mid_game
2829,All Draft,Public matchmaking,late_game
139,All Draft,Ranked,early_game
1121,All Draft,Ranked,mid_game
1222,All Draft,Ranked,mid_game
115,All Draft,Ranked,early_game
694,All Draft,Ranked,early_game
638,All Draft,Ranked,early_game
782,All Draft,Ranked,mid_game
968,All Draft,Ranked,mid_game
654,Single Draft,Public matchmaking,early_game
3345,All Draft,Ranked,late_game
1652,All Draft,Ranked,late_game
709,All Draft,Ranked,early_game
3100,All Draft,Public matchmaking,late_game
588,All Draft,Public matchmaking,early_game
2118,All Draft,Ranked,late_game
2688,All Draft,Ranked,late_game
616,All Draft,Ranked,early_game
1381,All Draft,Ranked,mid_game
1593,All Draft,Ranked,late_game
98,Turbo Mode,Public matchmaking,early_game
2852,All Draft,Ranked,late_game
1372,All Draft,Ranked,mid_game
1512,Random Draft,Ranked,mid_game
130,All Draft,Ranked,early_game
1571,All Draft,Ranked,late_game
1775,All Draft,Ranked,late_game
1760,All Draft,Public matchmaking,late_game
92,All Draft,Public matchmaking,early_game
1524,All Draft,Public matchmaking,mid_game
1441,All Draft,Ranked,mid_game
2119,All Draft,Ranked,late_game
618,All Draft,Ranked,early_game
1503,Random Draft,Ranked,mid_game
396,All Draft,Ranked,early_game
1529,All Draft,Ranked,mid_game
2696,All Draft,Public matchmaking,late_game
274,All Draft,Ranked,early_game
1565,All Draft,Ranked,late_game
2811,All Draft,Ranked,late_game
662,All Draft,Public matchmaking,early_game
1433,All Draft,Ranked,mid_game
1110,All Draft,Public matchmaking,mid_game
808,All Draft,Ranked,mid_game
1115,All Draft,Ranked,mid_game
316,All Draft,Public matchmaking,early_game
248,All Draft,Public matchmaking,early_game
1444,Captains Mode,Ranked,mid_game
1006,Random Draft,Ranked,mid_game
1668,All Draft,Ranked,late_game
1194,All Draft,Public matchmaking,mid_game
261,All Draft,Ranked,early_game
2766,Single Draft,Public matchmaking,late_game
1755,All Draft,Ranked,late_game
841,Single Draft,Public matchmaking,mid_game
1097,All Draft,Ranked,mid_game
410,All Draft,Ranked,early_game
1786,All Draft,Ranked,late_game
658,All Draft,Ranked,early_game
901,Turbo Mode,Public matchmaking,mid_game
209,All Draft,Ranked,early_game
215,All Draft,Ranked,early_game
1909,All Draft,Ranked,late_game
1037,All Draft,Ranked,mid_game
1192,Turbo Mode,Public matchmaking,mid_game
239,All Draft,Public matchmaking,early_game
847,All Draft,Ranked,mid_game
723,All Draft,Ranked,early_game
787,Random Draft,Ranked,mid_game
18,Turbo Mode,Public matchmaking,early_game
95,All Draft,Ranked,early_game
844,All Draft,Ranked,mid_game
501,All Draft,Ranked,early_game
1909,All Draft,Ranked,late_game
1062,All Draft,Ranked,mid_game
947,All Draft,Ranked,mid_game
325,All Draft,Public matchmaking,early_game
551,All Draft,Public matchmaking,early_game
517,All Draft,Ranked,early_game
2976,All Draft,Ranked,late_game
300,All Draft,Ranked,early_game
948,All Draft,Ranked,mid_game
334,Single Draft,Public matchmaking,early_game
501,Single Draft,Public matchmaking,early_game
434,All Draft,Ranked,early_game
325,All Draft,Public matchmaking,early_game
2259,All Draft,Ranked,late_game
1186,Single Draft,Public matchmaking,mid_game
2024,All Draft,Ranked,late_game
2203,All Draft,Public matchmaking,late_game
321,All Draft,Ranked,early_game
1317,All Draft,Public matchmaking,mid_game
1660,Random Draft,Ranked,late_game
2157,All Draft,Ranked,late_game
1035,All Draft,Ranked,mid_game
958,All Draft,Ranked,mid_game
367,All Draft,Ranked,early_game
3305,All Draft,Ranked,late_game
433,All Draft,Ranked,early_game
890,All Draft,Ranked,mid_game
1219,All Draft,Public matchmaking,mid_game
817,All Draft,Ranked,mid_game
1598,Turbo Mode,Public matchmaking,late_game
515,All Draft,Ranked,early_game
668,All Draft,Ranked,early_game
850,All Draft,Public matchmaking,mid_game
2329,All Draft,Ranked,late_game
1351,All Draft,Ranked,mid_game
520,All Draft,Ranked,early_game
1507,All Draft,Public matchmaking,mid_game
205,Turbo Mode,Public matchmaking,early_game
2361,All Draft,Ranked,late_game
1332,All Draft,Ranked,mid_game
1302,All Draft,Ranked,mid_game
4,All Draft,Ranked,early_game
2100,All Draft,Ranked,late_game
1103,All Draft,Ranked,mid_game
718,Random Draft,Ranked,early_game
1208,All Draft,Public matchmaking,mid_game
840,All Draft,Ranked,mid_game
1190,Turbo Mode,Public matchmaking,mid_game
1607,All Draft,Public matchmaking,late_game
368,All Draft,Ranked,early_game
1847,All Draft,Ranked,late_game
1127,All Draft,Ranked,mid_game
2338,All Draft,Public matchmaking,late_game
18,All Draft,Ranked,early_game
623,All Draft,Ranked,early_game
1586,All Draft,Public matchmaking,late_game
146,All Draft,Ranked,early_game
1435,All Draft,Ranked,mid_game
482,All Draft,Ranked,early_game
1697,Single Draft,Public matchmaking,late_game
1893,All Draft,Public matchmaking,late_game
198,All Draft,Ranked,early_game
841,Single Draft,Public matchmaking,mid_game
26,All Draft,Ranked,early_game
714,All Draft,Ranked,early_game
1247,All Draft,Ranked,mid_game
1498,All Draft,Public matchmaking,mid_game
1729,All Draft,Ranked,late_game
2736,All Draft,Ranked,late_game
689,All Draft,Public matchmaking,early_game
103,Single Draft,Public matchmaking,early_game
87,All Draft,Ranked,early_game
714,Random Draft,Ranked,early_game
1261,All Draft,Ranked,mid_game
1693,All Draft,Public matchmaking,late_game
475,All Draft,Ranked,early_game
1597,All Draft,Ranked,late_game
769,All Draft,Public matchmaking,early_game
138,All Draft,Ranked,early_game
2775,All Draft,Ranked,late_game
0,Turbo Mode,Public matchmaking,early_game
1853,All Draft,Public matchmaking,late_game
818,All Draft,Public matchmaking,mid_game
1314,All Draft,Public matchmaking,mid_game
544,Single Draft,Public matchmaking,early_game
1688,All Draft,Ranked,late_game
1105,All Draft,Ranked,mid_game
2266,All Draft,Ranked,late_game
1514,All Draft,Ranked,mid_game
847,All Draft,Ranked,mid_game
1855,Single Draft,Public matchmaking,late_game
703,All Draft,Ranked,early_game
1966,All Draft,Public matchmaking,late_game
1475,All Draft,Ranked,mid_game
769,Single Draft,Public matchmaking,early_game
519,All Draft,Ranked,early_game
931,Turbo Mode,Public matchmaking,mid_game
623,All Draft,Ranked,early_game
771,All Draft,Ranked,early_game
1112,All Draft,Public matchmaking,mid_game
557,All Draft,Ranked,early_game
426,Single Draft,Public matchmaking,early_game
239,All Draft,Ranked,early_game
1784,All Draft,Ranked,late_game
830,Single Draft,Public matchmaking,mid_game
355,All Draft,Ranked,early_game
179,Single Draft,Public matchmaking,early_game
850,All Draft,Ranked,mid_game
1668,All Draft,Ranked,late_game
1265,All Draft,Ranked,mid_game
2644,All Draft,Ranked,late_game
1057,All Draft,Ranked,mid_game
1062,All Draft,Ranked,mid_game
835,Single Draft,Public matchmaking,mid_game
1861,All Draft,Ranked,late_game
1216,All Draft,Ranked,mid_game
1035,All Draft,Ranked,mid_game
2042,All Draft,Ranked,late_game
107,All Draft,Ranked,early_game
2083,All Draft,Ranked,late_game
897,All Draft,Ranked,mid_game
2001,All Draft,Public matchmaking,late_game
2618,All Draft,Ranked,late_game
1488,All Draft,Ranked,mid_game
106,All Draft,Public matchmaking,early_game
1342,All Draft,Public matchmaking,mid_game
1721,All Draft,Ranked,late_game
447,All Draft,Ranked,early_game
894,All Draft,Ranked,mid_game
615,All Draft,Ranked,early_game
1041,All Draft,Ranked,mid_game
328,All Draft,Public matchmaking,early_game
822,Single Draft,Public matchmaking,mid_game
2376,All Draft,Ranked,late_game
316,All Draft,Ranked,early_game
1394,Turbo Mode,Public matchmaking,mid_game
1208,All Draft,Ranked,mid_game
308,All Draft,Ranked,early_game
475,All Draft,Ranked,early_game
1903,All Draft,Ranked,late_game
1732,All Draft,Ranked,late_game
1021,All Draft,Ranked,mid_game
1806,All Draft,Ranked,late_game
148,Turbo Mode,Public matchmaking,early_game
511,Turbo Mode,Public matchmaking,early_game
350,Turbo Mode,Public matchmaking,early_game
709,All Draft,Ranked,early_game
1931,All Draft,Ranked,late_game
645,Single Draft,Public matchmaking,early_game
1082,All Draft,Ranked,mid_game
1518,All Draft,Ranked,mid_game
1812,All Draft,Ranked,late_game
2042,All Draft,Public matchmaking,late_game
805,All Draft,Public matchmaking,mid_game
206,All Draft,Ranked,early_game
625,All Draft,Ranked,early_game
514,All Draft,Ranked,early_game
490,All Draft,Ranked,early_game
1588,All Draft,Ranked,late_game
1477,All Draft,Ranked,mid_game
709,All Draft,Public matchmaking,early_game
411,All Draft,Ranked,early_game
1310,All Draft,Ranked,mid_game
522,All Draft,Ranked,early_game
